breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id_text,sizes,description,other_images
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f6/P00829062.jpg,Saint Laurent,Leather sneakers,€ 669,,,P00829062,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Since its conception in 1961, Saint Laurent has been coveted for its elegant Parisian aesthetic. This extends to their footwear, such as these sporty-chic white leather sneakers.",[]
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/0e/P00829061.jpg,Saint Laurent,SL/61 leather low-top sneakers,€ 585,,,P00829061,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","These SL/61 sneakers from Saint Laurent have a classic low-top silhouette. Made from leather, they have perforations to ensure breathability, lace-up fronts, and contrasting panels for a basketball-inspired finish.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0e/P00829061_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/09/P00709444.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/09/P00709444_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00775864.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00775864_b1.jpg']"
"['Men', 'Designers', 'Dolce & Gabbana', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/71/P00818760.jpg,Dolce&Gabbana,Portofino leather sneakers,€ 419,,,P00818760,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These Italian-made sneakers from Dolce&Gabbana are instantly recognizable. Made from leather, they have a worn effect and feature the brand's lettering on the heel.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/71/P00818760_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/dc/P00752646.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/dc/P00752646_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b6/P00752649.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b6/P00752649_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/57/P00752686.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/57/P00752686_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/36/P00837615.jpg,Gianvito Rossi,Jean patent leather loafers,€ 664,,,P00837615,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Crafted from materials of the highest quality, Gianvito Rossiâs designs are handmade using both traditional craftsmanship and innovative techniques. These patent leather loafers have a classic slip-on shape and flat stacked heels.",[]
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b3/P00526313.jpg,Christian Louboutin,Dandelion leather loafers,€ 702,,,P00526313,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 41.5 / EU 41.5', 'EU_ 42 / EU 42', 'EU_ 42.5 / EU 42.5', 'EU_ 43 / EU 43', 'EU_ 43.5 / EU 43.5', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Elegant yet practical, these slim and narrow loafers from Christian Louboutin are crafted in Italy from smooth black leather, in a classic slip-on design.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00526313_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9f/P00504201.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9f/P00504201_b1.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/bf/P00830473.jpg,Christian Louboutin,Davisol suede Derby shoes,€ 799,,,P00830473,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Defined by their chunky, lugged soles, the Davisol Derby shoes from Christian Louboutin combine elegance with a casual aesthetic. Expertly crafted from plush black suede, the squared-toe style is finished with distinctive red detailing.",[]
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Formal shoes', 'Brogues']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/41/P00828528.jpg,Tod's,Suede Derby shoes,€ 585,,10% off over €500,P00828528,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 12 / EU 47']","Tod's embodies the art of Italian craftsmanship with superior fabrications and timeless silhouettes that lend a sense of quiet sophistication. This classic flair is showcased on designs such as these Derby shoes, made from dark brown suede for versatile styling options.",[]
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/cd/P00830489.jpg,Christian Louboutin,Astroloubi leather sneakers,€ 715,,,P00830489,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Brand-iconic motifs combined, the Astroloubi sneakers from Christian Louboutin feature signature Loubispikes at the heels, monogram detailing at the outsoles, and Loubi-red detailing. Theyâre made from smooth leather with chunky rubber soles.",[]
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/42/P00830478.jpg,Christian Louboutin,Louis Junior Spikes suede sneakers,€ 669,,,P00830478,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47', 'EU_ 48 / EU 48']",Christian Louboutin's Louis Junior Spikes sneakers are Italian-made with blue suede uppers and feature spiked embellishments on the rounded toe. The lace-up style has a low-top silhouette and is set atop a rubber sole.,[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a6/P00806768.jpg,Valentino Garavani,M-Way Rockstud leather Chelsea boots,"€ 1,009",,,P00806768,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","The M-Way Chelsea boots from Valentino Garavani are a timeless addition to your edit. Made in Italy from smooth leather, the classic design features midsoles decorated with brand-signature Rockstuds and elasticated sides.",[]
"['Men', 'Designers', 'Moncler', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/12/P00832811.jpg,Moncler,Larue leather Chelsea boots,€ 640,,,P00832811,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Perfect for daily strolls and outdoor activities, the Larue Chelsea boots from Moncler will be your go-to choice for both style and functionality. Made from supple leather, this pair features chunky soles and a slip-on silhouette.",[]
"['Men', 'Designers', 'Rick Owens', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/58/P00821422.jpg,Rick Owens,Leather knee-high boots,"€ 1,435",,,P00821422,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45']","Command the street with your impeccable style and these leather knee-high boots from Rick Owens. Set on chunky lugged rubber soles, the pair has curved inside zips and snap button trims for adjustments.",[]
"['Men', 'Designers', 'Gucci', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f2/P00815985.jpg,Gucci,GG canvas boots,€ 925,,,P00815985,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46']","Take your footwear edit in the right direction with these ankle boots from Gucci. Expertly crafted in Italy from GG Supreme canvas, they feature comfortable stacked heels and discrete logo lettering for iconic recognition.",[]
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9c/P00850983.jpg,Balenciaga,3XL sneakers,€ 925,,,P00850983,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']",The 3XL sneakers from Balenciaga are a stand-out silhouette with logo-embossed details. They are made from mesh and faux leather with a worn-in effect and feature chunky rubber soles for a lengthened look.,[]
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/44/P00868281.jpg,Balenciaga,3XL sneakers,€ 895,,,P00868281,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44']","Build your casualwear looks around these 3XL sneakers from Balenciaga. Crafted from lightweight white mesh, they have distressed red and blue details for a lived-in look and are set on rubber soles with oversized heels.",[]
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/65/P00636514.jpg,Balenciaga,Runner sneakers,€ 925,,,P00636514,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Balenciaga's Runner sneakers are made from panels of mesh and technical nylon. Featuring squared toes, they have logo embroidery on the tongues.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/65/P00636514_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00513613.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00513613_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/29/P00569656.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/29/P00569656_b1.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b1/P00850977.jpg,Balenciaga,3XL sneakers,€ 925,,,P00850977,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']",The 3XL sneakers from Balenciaga are a stand-out silhouette with logo-embossed details. They are made from mesh and faux leather with a worn-in effect and feature chunky rubber soles for a lengthened look.,[]
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'High-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/aa/P00829076.jpg,Saint Laurent,LAX leather sneakers,€ 755,,,P00829076,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","This season, Saint Laurent presents its take on Californian cool with the LAX sneakers. Made from white leather with a washed effect that's done by hand, each mid-top pair is unique.",[]
"['Men', 'Designers', 'Lanvin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/1d/P00835457.jpg,Lanvin,Curb suede sneakers,€ 665,,,P00835457,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']",The Curb sneakers from Lanvin are made from suede in a round-toe silhouette. The Italian-made design feature chunky laces sporting a zig-zag pattern and are set atop rubber soles.,[]
"['Men', 'Designers', 'Tom Ford', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/fd/P00837518.jpg,Tom Ford,Bailey patent leather loafers,"€ 1,219",,,P00837518,"['UK_ 6 / EU 39', 'UK_ 7 / EU 40', 'UK_ 8 / EU 41', 'UK_ 9 / EU 42', 'UK_ 10 / EU 43', 'UK_ 11 / EU 44', 'UK_ 12 / EU 45']","Tom Ford's meticulous approach to formal aesthetics appears with sophisticated reverence for the Bailey loafers. This glossy black patent leather style has beveled square toes that contrast the traditional elements, such as penny straps.",[]
"['Men', 'Designers', 'Gucci', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/cc/P00815895.jpg,Gucci,Interlocking G leather loafers,€ 749,,,P00815895,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43', 'UK_ 9.5 / EU 43.5', 'UK_ 10 / EU 44', 'UK_ 10.5 / EU 44.5', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']","Invest in these loafers from Gucci for a timeless design that transcends seasons. Made from black leather, the style is finished with silver-toned chain Interlocking G hardware on the front.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/cc/P00815895_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/df/P00815760.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/df/P00815760_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00815696.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00815696_b1.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/2f/P00815690.jpg,Gucci,Half Horsebit leather brogues,€ 749,,,P00815690,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']","Crafted from leather in Italy, these brogues from Gucci combine traditional broguing with intricate elements. Half Horsebit detailing across the bridges creates a memorable and label-defining finish.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2f/P00815690_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/30/P00773761.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/30/P00773761_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/34/P00773762.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/34/P00773762_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/af/P00642289.jpg,Tod's,Suede Derby shoes,€ 499,,10% off over €500,P00642289,"['UK_ 6 / EU 39.5', 'UK_ 6.5 / EU 40', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","Made in Italy from supple suede in brown, these Tod's Derby shoes feature a classic lace-up design with signature rubber pebbles at the soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/af/P00642289_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a6/P00641933.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a6/P00641933_b1.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/c3/P00483696.jpg,Christian Louboutin,Louis Junior sneakers,€ 657,,,P00483696,"['EU_ 39 / EU 39', 'EU_ 39.5 / EU 39.5', 'EU_ 40 / EU 40', 'EU_ 40.5 / EU 40.5', 'EU_ 41 / EU 41', 'EU_ 41.5 / EU 41.5', 'EU_ 42 / EU 42', 'EU_ 42.5 / EU 42.5', 'EU_ 43 / EU 43', 'EU_ 43.5 / EU 43.5', 'EU_ 44 / EU 44', 'EU_ 44.5 / EU 44.5', 'EU_ 45 / EU 45', 'EU_ 45.5 / EU 45.5', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","In a sleek white silhouette, these minimal sneakers from Christian Louboutin are Italian-made from smooth leather.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c3/P00483696_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/99/P00662894.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/99/P00662894_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/85/P00662905.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/85/P00662905_b1.jpg']"
"['Men', 'Designers', 'Brunello Cucinelli', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f0/P00738277.jpg,Brunello Cucinelli,Low-top leather sneakers,€ 715,,,P00738277,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Made from leather, these white tennis sneakers from Brunello Cucinelli feature thick rubber soles and are finished with brand-iconic logo detailing at the suede-paneled heel counters and tongues.",[]
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5c/P00806757.jpg,Valentino Garavani,VLogo Pace leather-trimmed sneakers,€ 665,,,P00806757,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","The VLogo Pace sneakers from Valentino Garavani make for a vibrant addition to your footwear edit. Crafted from mesh with leather trims, the sporty design features the brand-signature VLogo detail and is set atop dented rubber soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5c/P00806757_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3b/P00806257.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3b/P00806257_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00806250.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00806250_b1.jpg']"
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/43/P00806763.jpg,Valentino Garavani,Rockrunner suede-trimmed sneakers,€ 499,,,P00806763,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']",The Rockrunner sneakers from Valentino Garavani are made with fabric uppers that feature suede trims. This style is made in a classic round-toe silhouette with a lace-up design and set atop rubber soles.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/43/P00806763_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3b/P00806257.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3b/P00806257_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/32/P00806251.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/32/P00806251_b1.jpg']"
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e6/P00806754.jpg,Valentino Garavani,Rockstud leather Oxford shoes,€ 825,,,P00806754,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Valentino Garavani looked to ancient architecture to create the now-iconic Rockstud embellishments. These black calfskin Oxford shoes have embellished welts and exaggerated square toes that create a modern silhouette, offset by traditional lace-up vamps.",[]
"['Men', 'Designers', 'Zegna', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/cf/P00828547.jpg,Zegna,Siena Flex leather Derby shoes,€ 665,,,P00828547,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46']","Established with the aim to create the worldâs finest fabrics, Zegna is now the go-to brand for luxurious and innovative menswear. The Siena Flex Derby shoes are crafted from hand-buffed leather with memory foam for added support and comfort.",[]
